customer_id,gender,age,state,product_id,category,brand,quantity,price_per_unit,total_amount,signup_date,signup_years,avg_spent,HighSpender
9,Female,56,PA,107,Dairy,BrandC,5,5.65,13.24094987735862,2022-01-18 17:11:58,3,2.648189975471724,1
9,Female,56,PA,222,Grains,BrandD,4,10.77,42.2163887504608,2022-01-18 17:11:58,3,10.5540971876152,1
9,Female,56,PA,358,Meats,BrandC,3,3.92,134.83950136452248,2022-01-18 17:11:58,3,44.94650045484082,1
9,Female,56,PA,391,Meats,BrandE,2,5.06,9.076375170846704,2022-01-18 17:11:58,3,4.538187585423352,1
9,Female,56,PA,438,Fruits,BrandE,5,3.94,59.485154906359,2022-01-18 17:11:58,3,11.8970309812718,1
9,Female,56,PA,43,Meats,BrandE,4,7.03,130.6626874531452,2022-01-18 17:11:58,3,32.6656718632863,1
9,Female,56,PA,376,Fruits,BrandA,3,10.59,55.013538787785535,2022-01-18 17:11:58,3,18.33784626259518,1
9,Female,56,PA,144,Meats,BrandD,4,13.12,128.57617143806024,2022-01-18 17:11:58,3,32.14404285951506,1
9,Female,56,PA,304,Meats,BrandB,4,5.86,13.789307608743943,2022-01-18 17:11:58,3,3.447326902185986,1
9,Female,56,PA,103,Grains,BrandA,3,24.37,130.95891729889834,2022-01-18 17:11:58,3,43.652972432966116,1
10,Female,61,IL,120,Grains,BrandD,4,21.39,62.55922381500893,2020-03-22 03:08:52,5,15.639805953752232,0
10,Female,61,IL,286,Dairy,BrandE,2,25.27,71.37247485596919,2020-03-22 03:08:52,5,35.686237427984594,0
10,Female,61,IL,5,Fruits,BrandD,5,21.94,16.889609109157163,2020-03-22 03:08:52,5,3.377921821831433,0
10,Female,61,IL,26,Meats,BrandE,4,20.58,39.61114852472927,2020-03-22 03:08:52,5,9.902787131182318,0
10,Female,61,IL,427,Fruits,BrandA,5,6.19,36.08237170310592,2020-03-22 03:08:52,5,7.216474340621184,0
10,Female,61,IL,296,Fruits,BrandB,4,18.51,13.733858054918722,2020-03-22 03:08:52,5,3.4334645137296804,0
10,Female,61,IL,179,Grains,BrandA,2,27.42,34.44973582479071,2020-03-22 03:08:52,5,17.224867912395354,0
10,Female,61,IL,297,Grains,BrandB,5,26.08,21.6498887953204,2020-03-22 03:08:52,5,4.3299777590640804,0
10,Female,61,IL,235,Meats,BrandB,5,22.77,152.6486191108172,2020-03-22 03:08:52,5,30.52972382216344,0
10,Female,61,IL,186,Fruits,BrandD,5,22.36,161.91269521800362,2020-03-22 03:08:52,5,32.38253904360072,0
10,Female,61,IL,114,Fruits,BrandB,5,20.65,49.057706917387776,2020-03-22 03:08:52,5,9.811541383477556,0
11,Female,63,PA,92,Grains,BrandB,5,15.06,177.33795504094783,2018-01-11 12:50:14,7,35.467591008189565,0
11,Female,63,PA,291,Dairy,BrandD,2,22.81,69.52956043788136,2018-01-11 12:50:14,7,34.76478021894068,0
11,Female,63,PA,367,Grains,BrandD,2,10.93,89.92990505836273,2018-01-11 12:50:14,7,44.96495252918137,0
11,Female,63,PA,489,Fruits,BrandB,2,1.33,12.877169858530523,2018-01-11 12:50:14,7,6.438584929265262,0
11,Female,63,PA,236,Meats,BrandA,2,8.76,88.90403533448753,2018-01-11 12:50:14,7,44.452017667243766,0
11,Female,63,PA,212,Fruits,BrandB,4,5.25,62.7301591435989,2018-01-11 12:50:14,7,15.682539785899724,0
11,Female,63,PA,387,Meats,BrandD,1,15.75,26.648750879608755,2018-01-11 12:50:14,7,26.648750879608755,0
11,Female,63,PA,85,Grains,BrandD,3,21.25,66.87994488776096,2018-01-11 12:50:14,7,22.293314962586987,0
11,Female,63,PA,369,Meats,BrandB,5,25.73,183.80759154339967,2018-01-11 12:50:14,7,36.76151830867993,0
11,Female,63,PA,198,Fruits,BrandC,5,23.8,54.96150497695993,2018-01-11 12:50:14,7,10.992300995391986,0
11,Female,63,PA,394,Dairy,BrandE,3,3.43,101.76443868523204,2018-01-11 12:50:14,7,33.921479561744015,0
12,Male,62,PA,442,Meats,BrandB,3,17.87,80.30907204477991,2018-11-24 14:53:14,6,26.769690681593303,0
12,Male,62,PA,58,Grains,BrandD,4,22.9,183.1919640229062,2018-11-24 14:53:14,6,45.79799100572655,0
12,Male,62,PA,57,Fruits,BrandA,4,19.33,80.81615614973578,2018-11-24 14:53:14,6,20.204039037433944,0
12,Male,62,PA,253,Grains,BrandE,4,26.05,22.22047098438436,2018-11-24 14:53:14,6,5.55511774609609,0
12,Male,62,PA,363,Dairy,BrandD,3,13.31,28.767800536115352,2018-11-24 14:53:14,6,9.589266845371784,0
12,Male,62,PA,212,Fruits,BrandB,1,5.25,32.202311928841226,2018-11-24 14:53:14,6,32.202311928841226,0
13,Female,34,NY,324,Grains,BrandB,2,18.87,17.73205857730934,2019-05-26 14:23:14,5,8.86602928865467,0
13,Female,34,NY,483,Dairy,BrandC,5,18.54,131.80103820404466,2019-05-26 14:23:14,5,26.36020764080893,0
13,Female,34,NY,144,Meats,BrandD,2,13.12,96.08617222264104,2019-05-26 14:23:14,5,48.04308611132052,0
13,Female,34,NY,257,Fruits,BrandA,5,20.11,155.04526848495283,2019-05-26 14:23:14,5,31.009053696990566,0
13,Female,34,NY,332,Fruits,BrandE,5,20.42,114.22796665469916,2019-05-26 14:23:14,5,22.84559333093983,0
13,Female,34,NY,465,Meats,BrandD,3,16.16,112.82595457873,2019-05-26 14:23:14,5,37.608651526243335,0
14,Female,42,TX,321,Grains,BrandE,5,13.73,210.0600317355704,2016-03-15 00:14:48,9,42.01200634711408,0
14,Female,42,TX,439,Dairy,BrandE,4,26.65,105.61568648701284,2016-03-15 00:14:48,9,26.40392162175321,0
14,Female,42,TX,370,Meats,BrandA,2,21.7,57.27357057237865,2016-03-15 00:14:48,9,28.636785286189326,0
14,Female,42,TX,349,Dairy,BrandD,2,5.87,99.30413536883508,2016-03-15 00:14:48,9,49.65206768441754,0
14,Female,42,TX,481,Dairy,BrandC,4,10.27,71.78283573564308,2016-03-15 00:14:48,9,17.94570893391077,0
14,Female,42,TX,366,Fruits,BrandA,1,29.71,45.717785260215855,2016-03-15 00:14:48,9,45.717785260215855,0
14,Female,42,TX,479,Fruits,BrandE,1,16.93,40.98820317014032,2016-03-15 00:14:48,9,40.98820317014032,0
15,Female,46,AZ,360,Grains,BrandB,2,2.33,18.365538801911537,2022-11-04 13:09:46,2,9.182769400955769,0
15,Female,46,AZ,344,Fruits,BrandA,3,24.16,4.681898878757604,2022-11-04 13:09:46,2,1.560632959585868,0
15,Female,46,AZ,20,Meats,BrandB,1,1.0,18.903749689955923,2022-11-04 13:09:46,2,18.903749689955923,0
15,Female,46,AZ,221,Grains,BrandD,2,24.29,56.04138109087869,2022-11-04 13:09:46,2,28.020690545439344,0
15,Female,46,AZ,71,Dairy,BrandC,5,3.34,141.0151897636843,2022-11-04 13:09:46,2,28.20303795273686,0
15,Female,46,AZ,190,Meats,BrandA,1,15.07,41.02521703832279,2022-11-04 13:09:46,2,41.02521703832279,0
15,Female,46,AZ,358,Meats,BrandC,2,3.92,6.871879382284569,2022-11-04 13:09:46,2,3.4359396911422846,0
15,Female,46,AZ,148,Fruits,BrandC,5,9.32,8.171453158562082,2022-11-04 13:09:46,2,1.6342906317124164,0
15,Female,46,AZ,114,Fruits,BrandB,1,20.65,18.798769587607005,2022-11-04 13:09:46,2,18.798769587607005,0
15,Female,46,AZ,325,Fruits,BrandC,3,25.72,59.822207953235065,2022-11-04 13:09:46,2,19.94073598441169,0
15,Female,46,AZ,302,Meats,BrandC,2,22.62,26.54278277244835,2022-11-04 13:09:46,2,13.271391386224176,0
15,Female,46,AZ,232,Fruits,BrandB,3,12.9,104.95698247303945,2022-11-04 13:09:46,2,34.98566082434648,0
15,Female,46,AZ,99,Grains,BrandB,3,21.91,39.90134201862692,2022-11-04 13:09:46,2,13.300447339542307,0
15,Female,46,AZ,141,Meats,BrandB,2,23.36,65.93289568638033,2022-11-04 13:09:46,2,32.96644784319017,0
16,Female,51,TX,386,Grains,BrandC,1,4.19,12.074701912521878,2018-08-30 23:17:24,6,12.074701912521878,0
16,Female,51,TX,279,Meats,BrandB,4,19.24,116.91428803725674,2018-08-30 23:17:24,6,29.228572009314185,0
16,Female,51,TX,366,Fruits,BrandA,1,29.71,33.47236064690016,2018-08-30 23:17:24,6,33.47236064690016,0
16,Female,51,TX,330,Dairy,BrandB,1,1.53,32.2389831007676,2018-08-30 23:17:24,6,32.2389831007676,0
17,Female,57,AZ,368,Grains,BrandE,1,11.15,16.362607770070365,2020-10-10 16:48:06,4,16.362607770070365,0
17,Female,57,AZ,154,Dairy,BrandE,1,4.41,1.6272149430442733,2020-10-10 16:48:06,4,1.6272149430442733,0
17,Female,57,AZ,477,Meats,BrandA,2,28.88,66.34930733985067,2020-10-10 16:48:06,4,33.174653669925334,0
17,Female,57,AZ,344,Fruits,BrandA,2,24.16,77.46526378951457,2020-10-10 16:48:06,4,38.73263189475728,0
17,Female,57,AZ,476,Fruits,BrandA,1,22.24,35.70408092833011,2020-10-10 16:48:06,4,35.70408092833011,0
17,Female,57,AZ,380,Meats,BrandD,3,25.56,81.66392840496482,2020-10-10 16:48:06,4,27.221309468321607,0
17,Female,57,AZ,86,Meats,BrandA,2,2.5,81.49629050492207,2020-10-10 16:48:06,4,40.748145252461036,0
17,Female,57,AZ,283,Dairy,BrandE,2,4.17,10.810398420228712,2020-10-10 16:48:06,4,5.405199210114356,0
17,Female,57,AZ,161,Dairy,BrandC,3,18.31,6.360162574976119,2020-10-10 16:48:06,4,2.1200541916587063,0
17,Female,57,AZ,341,Fruits,BrandD,3,18.0,72.99792073483555,2020-10-10 16:48:06,4,24.332640244945182,0
17,Female,57,AZ,146,Fruits,BrandB,3,20.37,5.219608824734656,2020-10-10 16:48:06,4,1.7398696082448852,0
18,Male,52,AZ,8,Grains,BrandA,5,26.52,17.895561792950694,2021-05-22 12:10:29,3,3.5791123585901388,0
18,Male,52,AZ,344,Fruits,BrandA,1,24.16,37.86666534128111,2021-05-22 12:10:29,3,37.86666534128111,0
18,Male,52,AZ,49,Fruits,BrandD,2,0.93,43.76107209706434,2021-05-22 12:10:29,3,21.88053604853217,0
18,Male,52,AZ,359,Grains,BrandA,5,15.05,108.73483937233584,2021-05-22 12:10:29,3,21.746967874467167,0
19,Male,38,CA,298,Fruits,BrandC,3,28.93,18.92548673543404,2020-05-25 05:30:40,4,6.308495578478013,0
19,Male,38,CA,143,Meats,BrandB,5,9.54,108.86728577512052,2020-05-25 05:30:40,4,21.773457155024104,0
19,Male,38,CA,334,Fruits,BrandA,3,14.73,11.498381760168485,2020-05-25 05:30:40,4,3.8327939200561616,0
19,Male,38,CA,312,Meats,BrandD,4,7.15,163.81420672600402,2020-05-25 05:30:40,4,40.953551681501004,0
19,Male,38,CA,438,Fruits,BrandE,4,3.94,45.90959618623882,2020-05-25 05:30:40,4,11.477399046559706,0
19,Male,38,CA,169,Fruits,BrandA,2,9.94,38.11931415055009,2020-05-25 05:30:40,4,19.059657075275044,0
19,Male,38,CA,128,Meats,BrandD,2,17.21,42.25033373943381,2020-05-25 05:30:40,4,21.125166869716907,0
19,Male,38,CA,205,Dairy,BrandA,2,29.27,85.75740988074341,2020-05-25 05:30:40,4,42.878704940371705,0
19,Male,38,CA,185,Fruits,BrandB,1,8.37,49.30730475139973,2020-05-25 05:30:40,4,49.30730475139973,0
20,Female,62,NY,436,Fruits,BrandD,4,16.7,194.68885452116484,2020-09-09 01:36:11,4,48.67221363029121,1
20,Female,62,NY,163,Fruits,BrandA,2,9.6,94.81578712465038,2020-09-09 01:36:11,4,47.40789356232519,1
20,Female,62,NY,479,Fruits,BrandE,5,16.93,113.05657141269968,2020-09-09 01:36:11,4,22.611314282539936,1
20,Female,62,NY,457,Fruits,BrandC,2,11.49,93.32942615214304,2020-09-09 01:36:11,4,46.66471307607152,1
20,Female,62,NY,457,Fruits,BrandC,1,11.49,11.19489828315844,2020-09-09 01:36:11,4,11.19489828315844,1
20,Female,62,NY,475,Dairy,BrandD,5,14.34,234.69739935810267,2020-09-09 01:36:11,4,46.939479871620534,1
20,Female,62,NY,295,Fruits,BrandC,1,22.07,25.846974351865065,2020-09-09 01:36:11,4,25.846974351865065,1
20,Female,62,NY,44,Meats,BrandA,4,8.48,93.464841489296,2020-09-09 01:36:11,4,23.366210372324,1
20,Female,62,NY,422,Dairy,BrandB,1,0.76,1.632764410091884,2020-09-09 01:36:11,4,1.632764410091884,1
20,Female,62,NY,305,Meats,BrandD,5,6.06,153.52164569733392,2020-09-09 01:36:11,4,30.704329139466786,1
20,Female,62,NY,152,Grains,BrandE,2,10.75,5.204007997373189,2020-09-09 01:36:11,4,2.6020039986865946,1
20,Female,62,NY,331,Meats,BrandB,5,23.7,193.8783232190852,2020-09-09 01:36:11,4,38.77566464381704,1
20,Female,62,NY,357,Grains,BrandB,4,5.56,199.99292751048284,2020-09-09 01:36:11,4,49.99823187762071,1
20,Female,62,NY,298,Fruits,BrandC,2,28.93,86.54160222558107,2020-09-09 01:36:11,4,43.27080111279054,1
20,Female,62,NY,410,Meats,BrandE,4,13.24,32.22975035381276,2020-09-09 01:36:11,4,8.05743758845319,1
20,Female,62,NY,94,Meats,BrandE,2,13.97,8.398472434539892,2020-09-09 01:36:11,4,4.199236217269946,1
20,Female,62,NY,338,Grains,BrandB,1,20.5,15.863474991028324,2020-09-09 01:36:11,4,15.863474991028324,1
21,Female,34,TX,292,Dairy,BrandE,4,18.45,116.95886417742072,2018-01-04 04:27:17,7,29.23971604435518,0
21,Female,34,TX,131,Meats,BrandC,5,11.11,211.69601306467996,2018-01-04 04:27:17,7,42.33920261293599,0
21,Female,34,TX,41,Grains,BrandC,1,29.96,14.37756637602078,2018-01-04 04:27:17,7,14.37756637602078,0
21,Female,34,TX,137,Grains,BrandE,1,7.33,16.974482297716328,2018-01-04 04:27:17,7,16.974482297716328,0
21,Female,34,TX,77,Fruits,BrandB,4,3.16,101.24896790167531,2018-01-04 04:27:17,7,25.31224197541883,0
21,Female,34,TX,415,Grains,BrandD,2,24.08,93.59602972575388,2018-01-04 04:27:17,7,46.79801486287694,0
21,Female,34,TX,224,Grains,BrandC,1,4.55,26.463884133698173,2018-01-04 04:27:17,7,26.463884133698173,0
21,Female,34,TX,46,Meats,BrandA,5,12.0,49.94259935451929,2018-01-04 04:27:17,7,9.988519870903858,0
21,Female,34,TX,387,Meats,BrandD,5,15.75,126.90764297212304,2018-01-04 04:27:17,7,25.38152859442461,0
21,Female,34,TX,117,Meats,BrandD,3,2.77,97.34895692451082,2018-01-04 04:27:17,7,32.44965230817027,0
21,Female,34,TX,408,Dairy,BrandC,4,3.94,110.5389683826065,2018-01-04 04:27:17,7,27.634742095651625,0
21,Female,34,TX,437,Fruits,BrandD,2,26.8,38.20688287612728,2018-01-04 04:27:17,7,19.10344143806364,0
22,Female,54,TX,164,Grains,BrandD,5,24.69,18.211680441894963,2017-01-05 11:20:26,8,3.6423360883789924,0
22,Female,54,TX,221,Grains,BrandD,2,24.29,24.22748896756785,2017-01-05 11:20:26,8,12.113744483783925,0
22,Female,54,TX,48,Grains,BrandC,2,9.64,65.69414926679795,2017-01-05 11:20:26,8,32.847074633398975,0
22,Female,54,TX,246,Grains,BrandE,2,17.84,67.82741954919692,2017-01-05 11:20:26,8,33.91370977459846,0
22,Female,54,TX,118,Fruits,BrandD,3,27.83,81.88032187028523,2017-01-05 11:20:26,8,27.29344062342841,0
22,Female,54,TX,395,Fruits,BrandC,2,16.47,66.66214250940803,2017-01-05 11:20:26,8,33.331071254704014,0
22,Female,54,TX,5,Fruits,BrandD,1,21.94,16.060621064077104,2017-01-05 11:20:26,8,16.060621064077104,0
23,Male,36,CA,63,Meats,BrandD,3,15.12,106.87666307833734,2022-11-28 19:19:23,2,35.62555435944578,0
23,Male,36,CA,414,Grains,BrandA,1,17.02,5.523018044159445,2022-11-28 19:19:23,2,5.523018044159445,0
23,Male,36,CA,455,Grains,BrandE,4,25.53,90.7657612148819,2022-11-28 19:19:23,2,22.691440303720476,0
23,Male,36,CA,240,Dairy,BrandE,1,18.41,16.03483827850922,2022-11-28 19:19:23,2,16.03483827850922,0
